,Date,Team,Acquired,Relinquished,Notes
13487,2012-04-24,Celtics,,Greg Stiemsma,sore right foot (DNP)
13488,2012-04-24,Celtics,,Kevin Garnett,hip flexor injury (DNP)
13489,2012-04-24,Celtics,,Rajon Rondo,sore lower back (DNP)
13490,2012-04-24,Heat,,Chris Bosh,leg muscle fatigue (DNP)
13491,2012-04-24,Heat,,Dwyane Wade,dislocated left index finger (DNP)
13492,2012-04-24,Heat,,LeBron James,rest (DNP)
13493,2012-04-24,Hornets,,Chris Kaman,bruised left tibia (DNP)
13494,2012-04-24,Hornets,,Eric Gordon,rest (DNP)
13495,2012-04-24,Hornets,,Jason Smith,sprained left ankle (DNP)
13496,2012-04-24,Hornets,,Trevor Ariza,DNP (P)
13497,2012-04-24,Jazz,,Earl Watson,knee injury (DNP)
13498,2012-04-24,Kings,,Hassan Whiteside,sprained right ankle (DNP)
13499,2012-04-24,Kings,,Marcus Thornton,quadriceps injury (DNP)
13500,2012-04-24,Kings,,Terrence Williams,illness (DNP)
13501,2012-04-24,Spurs,,Gary Neal,left shoulder injury (DTD)
13502,2012-04-24,Suns,,Channing Frye,right shoulder injury (DNP)
13503,2012-04-24,Warriors,,Andris Biedrins,concussion (DNP)
13504,2012-04-24,Warriors,,David Lee,strained groin (DNP)
13505,2012-04-25,76ers,,Andre Iguodala,rest (DNP)
13506,2012-04-25,76ers,,Louis Williams,rest (DNP)
13507,2012-04-25,76ers,,Thaddeus Young,rest (DNP)
13508,2012-04-25,Bucks,,Carlos Delfino,strained right groin (DNP)
13509,2012-04-25,Bucks,,Drew Gooden,rest (DNP)
13510,2012-04-25,Bucks,,Ersan Ilyasova,right knee / thigh injury (DNP)
13511,2012-04-25,Bucks,,Monta Ellis,right hand injury (DNP)
13512,2012-04-25,Clippers,,Chris Paul,strained left groin (DNP)
13513,2012-04-25,Pacers,,Kyrylo Fesenko,stomach flu (DNP)
13514,2012-04-25,Pacers,,Leandro Barbosa,sprained left ankle (DNP)
13515,2012-04-25,Spurs,,Emanuel Ginobili,rest (DNP)
13516,2012-04-25,Spurs,,Gary Neal,left shoulder injury (DNP)
13517,2012-04-25,Suns,,Channing Frye,right shoulder injury (DNP)
13518,2012-04-25,Suns,,Grant Hill,recovering from surgery on right knee to repair torn meniscus (DNP)
13519,2012-04-25,Warriors,,Stephen Curry,arthroscopic surgery on right ankle (out for season)
13520,2012-04-25,Wizards,,Jordan Crawford,sprained right ankle (DNP)
13521,2012-04-25,Wizards,,Trevor Booker,plantar fasciitis in left foot (DNP)
13522,2012-04-26,76ers,,Andre Iguodala,rest (DNP)
13523,2012-04-26,76ers,,Jrue Holiday,rest (DNP)
13524,2012-04-26,76ers,,Louis Williams,rest (DNP)
13525,2012-04-26,76ers,,Thaddeus Young,rest (DNP)
13526,2012-04-26,Blazers,,Jamal Crawford,right knee tendinitis (DNP)
13527,2012-04-26,Blazers,,LaMarcus Aldridge,right hip injury (DNP)
13528,2012-04-26,Blazers,,Raymond Felton,DNP
13529,2012-04-26,Bobcats,,Derrick Brown,sprained right ankle (DNP)
13530,2012-04-26,Bobcats,,Reggie Williams,left knee tendinitis (DNP)
13531,2012-04-26,Bucks,,Carlos Delfino,strained right groin (DNP)
13532,2012-04-26,Bucks,,Drew Gooden,rest (DNP)
13533,2012-04-26,Bucks,,Ersan Ilyasova,right knee injury (DNP)
13534,2012-04-26,Bucks,,Monta Ellis,right hand injury (DNP)
13535,2012-04-26,Bulls,,Derrick Rose,rest (DNP)
13536,2012-04-26,Bulls,,Kyle Korver,rest (DNP)
13537,2012-04-26,Cavaliers,,Kyrie Irving,rest (DNP)
13538,2012-04-26,Cavaliers,,Omri Casspi,right knee tendinitis (DNP)
13539,2012-04-26,Hawks,,Jannero Pargo,back injury (DNP)
13540,2012-04-26,Hawks,Erick Dampier,,returned to lineup
13541,2012-04-26,Heat,,Chris Bosh,placed on IL with leg muscle fatigue
13542,2012-04-26,Heat,,LeBron James,rest (DNP)
13543,2012-04-26,Hornets,,Chris Kaman,bruised left tibia (DNP)
13544,2012-04-26,Hornets,,Gustavo Ayon,concussion (DNP)
13545,2012-04-26,Hornets,,Trevor Ariza,DNP (P)
13546,2012-04-26,Kings,,Hassan Whiteside,sprained right ankle (DNP)
13547,2012-04-26,Knicks,,Baron Davis,rest (DNP)
13548,2012-04-26,Knicks,,Carmelo Anthony,rest (DNP)
13549,2012-04-26,Knicks,,Toney Douglas,virus (DNP)
13550,2012-04-26,Knicks,,Tyson Chandler,rest (DNP)
13551,2012-04-26,Lakers,,Andrew Bynum,rest (DNP)
13552,2012-04-26,Lakers,,Kobe Bryant,rest (DNP)
13553,2012-04-26,Lakers,,Pau Gasol,rest (DNP)
13554,2012-04-26,Magic,,J.J. Redick,DNP
13555,2012-04-26,Magic,,Jameer Nelson,DNP
13556,2012-04-26,Magic,,Jason Richardson,DNP
13557,2012-04-26,Magic,,Ryan Anderson,DNP
13558,2012-04-26,Nets,,Deron Williams,sore right calf (DNP)
13559,2012-04-26,Nets,,Gerald Wallace,DNP
13560,2012-04-26,Nets,,Jordan Farmar,sore right groin (DNP)
13561,2012-04-26,Nets,,Kris Humphries,bruised right big toe (DNP)
13562,2012-04-26,Nets,,Shelden Williams,left knee injury (DNP)
13563,2012-04-26,Raptors,,Jose Calderon,right eye injury (DNP)
13564,2012-04-26,Raptors,,Linas Kleiza,DNP
13565,2012-04-26,Rockets,,Chandler Parsons,bruised right shoulder (DNP)
13566,2012-04-26,Rockets,,Kyle Lowry,hernia (DNP)
13567,2012-04-26,Spurs,,Emanuel Ginobili,rest (DNP)
13568,2012-04-26,Spurs,,Gary Neal,left shoulder injury (DNP)
13569,2012-04-26,Spurs,,Kawhi Leonard,rest (DNP)
13570,2012-04-26,Spurs,,Stephen Jackson,rest (DNP)
13571,2012-04-26,Warriors,,Andris Biedrins,concussion (DNP)
13572,2012-04-26,Warriors,,Richard Jefferson,rest (DNP)
13573,2012-04-26,Wizards,,Jordan Crawford,sprained right ankle (DNP)
13574,2012-04-26,Warriors,,David Lee,surgery to repair torn abdominal muscle (out for season)
13575,2012-04-26,Warriors,,David Lee,recovering from surgery to repair torn abdominal muscle (DNP)
13576,2012-04-28,Bulls,,Derrick Rose,torn ACL in left knee (out for season)
13577,2012-04-28,Heat,Chris Bosh,,activated from IL
13578,2012-04-28,Knicks,,Iman Shumpert,torn lateral meniscus / ACL (CBC) in left knee (out for season)
13579,2012-04-29,Clippers,,Caron Butler,fractured metacarpal bone in left hand (out for season)
13580,2012-04-30,Knicks,,Amare Stoudemire,left hand injury (DTD)
13581,2012-04-30,Nuggets,,Wilson Chandler,surgery on left hip to repair torn labrum (out for season)
13582,2012-05-01,Rockets,,Kyle Lowry,surgery to repair sports hernia (out indefinitely)
13583,2012-05-02,Spurs,,Tiago Splitter,wrist injury (DNP)
13584,2012-05-02,Suns,,Channing Frye,surgery on right shoulder (out indefinitely)
13585,2012-05-03,Bucks,,Carlos Delfino,surgery to repair sports hernia (out indefinitely)
13586,2012-05-04,Hawks,,Josh Smith,left knee tendinitis (DNP)
13587,2012-05-06,Bulls,,Joakim Noah,sprained left ankle (DNP)
13588,2012-05-06,Knicks,,Baron Davis,"torn ACL, MCL, and patella tendon in right knee (out for season)"
13589,2012-05-07,Bucks,,Luc Richard Mbah a Moute,surgery on right knee to repair tendinitis
13590,2012-05-08,Bulls,,Joakim Noah,sprained left ankle (DNP)
13591,2012-05-10,Blazers,,LaMarcus Aldridge,arthroscopic surgery on right hip to repair torn labrum (out indefinitely)
13592,2012-05-10,Bulls,,Joakim Noah,sprained left ankle (DNP)
13593,2012-05-12,Bulls,,Derrick Rose,surgery on left knee to repair torn ACL
13594,2012-05-15,Timberwolves,,Nikola Pekovic,surgery on right ankle to remove bone spurs (out indefinitely)
13595,2012-05-16,Nuggets,,Al Harrington,surgery on right knee to repair torn meniscus (out indefinitely)
13596,2012-05-25,Celtics,,Avery Bradley,surgery on left shoulder (out for season)
13597,2012-06-12,Heat,,James Jones,migraine headache (DNP)
13598,2012-06-14,Celtics,,Mickael Pietrus,arthroscopic surgery on right knee (out indefinitely)
13599,2012-06-14,Celtics,,Ray Allen,arthroscopic surgery on right ankle to remove bone spurs (out indefinitely)
13600,2012-07-10,Heat,,Dwyane Wade,surgery on left knee (out indefinitely)
13601,2012-07-11,Thunder,,Hollis Thompson,surgery on left groin (out indefinitely)
13602,2012-07-12,Clippers,,Blake Griffin,torn meniscus in left knee (out indefinitely)
13603,2012-07-12,Thunder,,Kendrick Perkins,surgery on right groin (out indefinitely)
13604,2012-07-14,Cavaliers,,Kyrie Irving,broken right hand (out indefinitely)
13605,2012-07-16,Clippers,,Blake Griffin,surgery on left knee to repair torn meniscus (out indefinitely)
13606,2012-07-18,Cavaliers,,Kyrie Irving,surgery to repair broken right hand (out indefinitely)
13607,2012-07-19,Thunder,,Kendrick Perkins,surgery on left wrist to repair torn ligament (out indefinitely)
13608,2012-07-27,Hornets,,Austin Rivers,surgery on right ankle to remove bone spurs (out indefinitely)
13609,2012-08-05,Hornets,,Robin Lopez,surgery on left knee to repair medial meniscus
13610,2012-08-21,Clippers,,Chris Paul,surgery on right thumb to repair torn ligament (out indefinitely)
13611,2012-09-07,Knicks,,Ronnie Brewer,surgery on left knee to repair torn meniscus (out indefinitely)
13612,2012-09-11,Blazers,,Elliot Williams,torn left Achilles tendon (out indefinitely)
13613,2012-09-14,Blazers,,Elliot Williams,surgery to repair torn left Achilles tendon (out for season)
13614,2012-09-20,Suns,,Channing Frye,enlarged heart (out indefinitely)
13615,2012-09-24,Lakers,,Steve Blake,foot injury (out indefinitely)
13616,2012-09-26,Grizzlies,,Darrell Arthur,fractured fibula in left leg (out indefinitely)
13617,2012-09-28,Wizards,,John Wall,stress fracture in left kneecap (out indefinitely)
13618,2012-10-01,76ers,,Andrew Bynum,rehab on knee (out indefinitely)
13619,2012-10-10,Knicks,,Chris Smith,surgery on knee (out indefinitely)
13620,2012-10-17,Timberwolves,,Kevin Love,fractured right hand (out indefinitely)
13621,2012-10-19,Mavericks,,Dirk Nowitzki,arthroscopic surgery on right knee (out indefinitely)
13622,2012-10-21,Knicks,,Amare Stoudemire,ruptured cyst in left knee (out indefinitely)
13623,2012-10-30,Bulls,,Derrick Rose,recovering from surgery on left knee to repair torn ACL (out indefinitely)
13624,2012-10-30,Celtics,,Darko Milicic,back spasms (DTD)
13625,2012-10-30,Clippers,,Grant Hill,bone bruise in right knee (DTD)
13626,2012-10-30,Knicks,,Amare Stoudemire,arthroscopic surgery on left knee (out indefinitely) (date approximate)
13627,2012-10-30,Knicks,,Iman Shumpert,recovering from surgery on left knee to repair torn lateral meniscus / ACL (CBC) (out indefinitely)
13628,2012-10-30,Mavericks,,Jared Cunningham,sprained thumb (DTD)
13629,2012-10-30,Nuggets,,Julyan Stone,surgery on hip (out indefinitely)
13630,2012-10-30,Pacers,,Danny Granger,sore left knee (out indefinitely)
13631,2012-10-30,Spurs,,Emanuel Ginobili,back spasms (DTD)
13632,2012-10-30,Celtics,,Avery Bradley,surgery on left shoulder (out indefinitely)
13633,2012-10-31,76ers,,Kwame Brown,strained left calf (DNP)
13634,2012-10-31,Kings,,Tyler Honeycutt,right leg injury (DTD)
13635,2012-10-31,Mavericks,Jared Cunningham,,returned to lineup
13636,2012-10-31,Nuggets,,Danilo Gallinari,sprained left ankle (DNP)
13637,2012-10-31,Warriors,,Andris Biedrins,groin injury (DNP)
13638,2012-11-02,Knicks,,Marcus Camby,strained left calf (DTD)
13639,2012-11-02,Magic,,Gustavo Ayon,sprained left thumb (DNP)
13640,2012-11-02,Magic,,Maurice Harkless,surgery to repair hernia (DTD)
13641,2012-11-03,Hornets,,Anthony Davis,concussion (DNP)
13642,2012-11-03,Nuggets,,Wilson Chandler,recovering from surgery on left hip to repair torn labrum (out indefinitely)
13643,2012-11-03,Warriors,,Brandon Rush,torn ACL in left knee (out for season)
13644,2012-11-04,Hawks,,Josh Smith,sprained right ankle (DNP)
13645,2012-11-04,Magic,,Jameer Nelson,strained right hamstring (DNP)
13646,2012-11-05,76ers,,Jason Richardson,sprained left ankle (DNP)
13647,2012-11-06,Bobcats,,Gerald Henderson Jr.,sprained left foot (out indefinitely)
13648,2012-11-06,Magic,,Jameer Nelson,strained right hamstring (DNP)
13649,2012-11-06,Mavericks,,Shawn Marion,sprained MCL in left knee (DTD)
13650,2012-11-07,76ers,,Jason Richardson,sprained left ankle (DNP)
13651,2012-11-07,76ers,,Kwame Brown,strained left calf (DNP)
13652,2012-11-07,Hornets,,Anthony Davis,concussion (DNP)
13653,2012-11-07,Hornets,,Austin Rivers,sprained left index finger (DNP)
13654,2012-11-07,Lakers,,Earl Clark,strained left groin (out indefinitely)
13655,2012-11-07,Magic,,Jameer Nelson,strained groin (DNP)
13656,2012-11-07,Magic,Maurice Harkless,,returned to lineup
13657,2012-11-07,Mavericks,,Rodrigue Beaubois,sprained left ankle (DNP)
13658,2012-11-07,Suns,,Kendall Marshall,ankle injury (DNP)
13659,2012-11-07,Kings,Tyler Honeycutt,,returned to lineup
13660,2012-11-09,76ers,,Jason Richardson,sprained left ankle (DNP)
13661,2012-11-09,76ers,,Kwame Brown,strained left calf (DNP)
13662,2012-11-09,Knicks,Marcus Camby,,returned to lineup
13663,2012-11-09,Magic,,DeQuan Jones,groin injury (DTD)
13664,2012-11-09,Magic,,Jameer Nelson,strained right hamstring/groin (DNP)
13665,2012-11-09,Timberwolves,,Jose Juan Barea,sprained left foot (DNP)
13666,2012-11-10,76ers,,Jason Richardson,sprained left ankle (DNP)
13667,2012-11-10,76ers,,Kwame Brown,strained left calf (DNP)
13668,2012-11-10,Jazz,,Maurice Williams,strained right abductor (DNP)
13669,2012-11-10,Spurs,,DeJuan Blair,bruised left knee (DNP)
13670,2012-11-10,Timberwolves,,Brandon Roy,sore right knee (DNP)
13671,2012-11-10,Timberwolves,,Jose Juan Barea,sprained left foot (DNP)
13672,2012-11-10,Warriors,,Jeremy Tyler,flu (DNP)
13673,2012-11-11,Lakers,Earl Clark,,returned to lineup
13674,2012-11-11,Timberwolves,,Chase Budinger,torn meniscus in left knee (out indefinitely)
13675,2012-11-12,76ers,,Kwame Brown,strained left calf (DNP)
13676,2012-11-12,Timberwolves,,Brandon Roy,sore right knee (DNP)
13677,2012-11-12,Timberwolves,,Chase Budinger,torn meniscus in left knee (surgery) (DNP)
13678,2012-11-12,Timberwolves,,Jose Juan Barea,sprained left foot (DNP)
13679,2012-11-13,Kings,,Francisco Garcia,flu (DNP)
13680,2012-11-13,Lakers,,Earl Clark,strained left groin (DNP)
13681,2012-11-13,Magic,,DeQuan Jones,sore left groin (DNP)
13682,2012-11-13,Magic,,Jameer Nelson,strained right hamstring/groin (DNP)
13683,2012-11-13,Timberwolves,,Chase Budinger,surgery on left knee to repair torn meniscus (out indefinitely)
13684,2012-11-14,Hawks,,Al Horford,stomach virus (DNP)
13685,2012-11-14,Hawks,,Devin Harris,strained left hamstring (DTD) (CBC)
13686,2012-11-14,Timberwolves,,Brandon Roy,sore right knee (DNP)
13687,2012-11-14,Timberwolves,,Chase Budinger,recovering from surgery on left knee to repair torn meniscus (DNP)
13688,2012-11-14,Timberwolves,,Jose Juan Barea,sprained left foot (DNP)
13689,2012-11-14,Timberwolves,,Nikola Pekovic,sprained left ankle (DNP)
13690,2012-11-15,Celtics,,Rajon Rondo,sprained right ankle (DNP)
13691,2012-11-15,Nuggets,,Wilson Chandler,hip injury (DTD)
13692,2012-11-15,Raptors,,Landry Fields,ulnar nerve transpostion surgery on right elbow (out indefinitely)
13693,2012-11-15,Spurs,,Gary Neal,hand injury (DTD)
13694,2012-11-16,Cavaliers,,Luke Harangody,surgury on right knee (out indefinitely)
13695,2012-11-16,Rockets,,Carlos Delfino,groin injury (DTD)
13696,2012-11-16,Spurs,,Kawhi Leonard,quadriceps tendinitis in left knee (out indefinitely)
13697,2012-11-16,Timberwolves,,Brandon Roy,sore right knee (DNP)
13698,2012-11-16,Timberwolves,,Chase Budinger,recovering from surgery on left knee to repair torn meniscus (DNP)
13699,2012-11-16,Timberwolves,,Jose Juan Barea,sprained left foot (DNP)
13700,2012-11-16,Timberwolves,,Nikola Pekovic,sprained left ankle (DNP)
13701,2012-11-17,Celtics,,Jason Collins,DNP
13702,2012-11-17,Mavericks,,Rodrigue Beaubois,ankle injury (DNP)
13703,2012-11-17,Nuggets,,Anthony Randolph,ankle injury (DTD)
13704,2012-11-17,Spurs,,Kawhi Leonard,quadriceps tendinitis in left knee (DNP)
13705,2012-11-18,Cavaliers,,Daniel Gibson,sore right elbow (DTD)
13706,2012-11-18,Magic,,J.J. Redick,illness (DNP)
13707,2012-11-18,Rockets,,Carlos Delfino,groin injury (DNP)
13708,2012-11-19,Cavaliers,,Kyrie Irving,fractured left index finger (out indefinitely)
13709,2012-11-19,Rockets,,Carlos Delfino,groin injury (DNP)
13710,2012-11-19,Spurs,,Kawhi Leonard,quadriceps tendinitis in left knee (DNP)
13711,2012-11-19,Spurs,,Stephen Jackson,fractured right pinky finger (out indefinitely)
13712,2012-11-19,Spurs,Gary Neal,,returned to lineup
13713,2012-11-19,Timberwolves,,Brandon Roy,arthroscopic surgery on right knee (out indefinitely)
13714,2012-11-19,Warriors,,Richard Jefferson,strained right calf (DNP)
13715,2012-11-20,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13716,2012-11-21,Cavaliers,,Daniel Gibson,sore right elbow (DNP)
13717,2012-11-21,Clippers,,Caron Butler,strained right shoulder (DNP)
13718,2012-11-21,Heat,,Rashard Lewis,illness (DNP)
13719,2012-11-21,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13720,2012-11-21,Rockets,,Carlos Delfino,groin injury (DNP)
13721,2012-11-21,Rockets,,Cole Aldrich,sprained right ankle (DTD)
13722,2012-11-21,Rockets,,Daequan Cook,sprained right ankle (DNP)
13723,2012-11-21,Warriors,,Richard Jefferson,strained right calf (DNP)
13724,2012-11-23,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13725,2012-11-23,Knicks,,Rasheed Wallace,sore left foot (DNP)
13726,2012-11-23,Rockets,,Carlos Delfino,groin injury (DNP)
13727,2012-11-23,Rockets,,Cole Aldrich,sprained right ankle (DNP)
13728,2012-11-23,Warriors,,Richard Jefferson,strained right calf (DNP)
13729,2012-11-24,Bobcats,,Bismack Biyombo,left leg injury (DTD)
13730,2012-11-24,Hawks,,DeShawn Stevenson,knee injury (DNP)
13731,2012-11-24,Jazz,,Maurice Williams,sprained right foot (DNP)
13732,2012-11-24,Lakers,Earl Clark,,returned to lineup
13733,2012-11-24,Warriors,,Richard Jefferson,strained right calf (DNP)
13734,2012-11-25,Blazers,,LaMarcus Aldridge,sore back (DNP)
13735,2012-11-25,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13736,2012-11-25,Nuggets,Anthony Randolph,,returned to lineup
13737,2012-11-26,Grizzlies,,Mike Conley Jr.,flu (DNP)
13738,2012-11-26,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13739,2012-11-26,Jazz,,Maurice Williams,sprained right foot (DNP)
13740,2012-11-26,Knicks,,Jason Kidd,lower back spasms (DNP)
13741,2012-11-26,Wizards,,Nene,sore left foot (DNP)
13742,2012-11-26,Wizards,,Shaun Livingston,sore right shoulder (DNP)
13743,2012-11-27,Cavaliers,,Daniel Gibson,sore right elbow (DNP)
13744,2012-11-28,Bobcats,Bismack Biyombo,,returned to lineup
13745,2012-11-28,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13746,2012-11-28,Jazz,,Maurice Williams,sprained right foot (DNP)
13747,2012-11-28,Knicks,,Jason Kidd,back spasms (DNP)
13748,2012-11-28,Raptors,,Andrea Bargnani,sore left ankle (DNP)
13749,2012-11-28,Rockets,,Chandler Parsons,sore right shoulder (DNP)
13750,2012-11-28,Timberwolves,,Andrei Kirilenko,back spasms (DNP)
13751,2012-11-29,Nuggets,,Julyan Stone,right hip injury (DNP)
13752,2012-11-29,Spurs,,William) Tony Parker,rest (DNP)
13753,2012-11-29,Spurs,,Danny Green,rest (DNP)
13754,2012-11-29,Spurs,,Emanuel Ginobili,rest (DNP)
13755,2012-11-29,Spurs,,Tim Duncan,rest (DNP)
13756,2012-11-29,Warriors,,Richard Jefferson,strained right calf (DNP)
13757,2012-11-30,Grizzlies,,Tony Allen,strained right groin (DNP)
13758,2012-11-30,Jazz,,Marvin Williams,concussion (DNP)
13759,2012-11-30,Kings,,Tyreke Evans,bruised left knee (DNP)
13760,2012-11-30,Knicks,,Jason Kidd,back spasms (DNP)
13761,2012-11-30,Magic,,Jameer Nelson,left Achilles tendinitis (DNP)
13762,2012-11-30,Pistons,,Austin Daye,illness (DNP)
13763,2012-11-30,Timberwolves,,Andrei Kirilenko,back spasms (DNP)
13764,2012-12-01,76ers,,Nick Young,hyperextended left big toe (DNP)
13765,2012-12-01,Bucks,,Beno Udrih,sprained right ankle (DTD)
13766,2012-12-01,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13767,2012-12-01,Jazz,,Derrick Favors,strained arch in right foot (DNP)
13768,2012-12-01,Jazz,,Marvin Williams,concussion (DNP)
13769,2012-12-01,Kings,,Tyreke Evans,bruised left knee (DNP)
13770,2012-12-01,Warriors,,Richard Jefferson,strained right calf (DNP)
13771,2012-12-02,Bulls,,Richard Hamilton,torn plantar fascia in left foot (out indefinitely)
13772,2012-12-02,Knicks,,Marcus Camby,sore left foot (DTD)
13773,2012-12-02,Suns,,Jermaine O'Neal,strained right quadricep (DNP)
13774,2012-12-03,Cavaliers,,Dion Waiters,sprained left ankle (DTD)
13775,2012-12-03,Clippers,,Willie Green,knee injury (DNP)
13776,2012-12-03,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13777,2012-12-03,Jazz,,Derrick Favors,plantar fasciitis in right foot (DNP)
13778,2012-12-03,Jazz,,Marvin Williams,concussion (DNP)
13779,2012-12-03,Lakers,,Steve Blake,surgery to repair torn abdominal muscle (out indefinitely) (date approximate)
13780,2012-12-03,Raptors,,Linas Kleiza,sore left hip (DNP)
13781,2012-12-03,Warriors,,Richard Jefferson,strained right calf (DNP)
13782,2012-12-04,76ers,,Nick Young,hyperextended left big toe (DNP)
13783,2012-12-04,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
13784,2012-12-04,Timberwolves,,Andrei Kirilenko,back spasms (DNP)
13785,2012-12-05,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13786,2012-12-05,Jazz,,Derrick Favors,plantar fasciitis in right foot (DNP)
13787,2012-12-05,Knicks,,Marcus Camby,sore left foot (DNP)
13788,2012-12-05,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
13789,2012-12-05,Spurs,,Danny Green,hamstring injury (DNP)
13790,2012-12-05,Spurs,,Patrick Mills,ankle injury (DNP)
13791,2012-12-05,Timberwolves,,Andrei Kirilenko,back spasms (DNP)
13792,2012-12-06,Knicks,,Carmelo Anthony,laceration on left middle finger (DNP)
13793,2012-12-06,Knicks,,Marcus Camby,sore left foot (DNP)
13794,2012-12-07,76ers,,Kwame Brown,stomach virus (DNP)
13795,2012-12-07,76ers,,Nick Young,hyperextended left big toe (DNP)
13796,2012-12-07,76ers,,Royal Ivey,strained right groin (DNP)
13797,2012-12-07,Celtics,,Leandro Barbosa,flu (DNP)
13798,2012-12-07,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13799,2012-12-07,Jazz,,Al Jefferson,back spasms (DNP)
13800,2012-12-07,Jazz,,Derrick Favors,plantar fasciitis in right foot (DNP)
13801,2012-12-07,Kings,,Tyreke Evans,sore left knee (DNP)
13802,2012-12-07,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
13803,2012-12-07,Wizards,,Trevor Ariza,strained left calf (DNP)
13804,2012-12-08,76ers,,Nick Young,hyperextended left big toe (DNP)
13805,2012-12-08,76ers,,Royal Ivey,strained right groin (DNP)
13806,2012-12-08,Hawks,,DeShawn Stevenson,DNP
13807,2012-12-08,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
13808,2012-12-08,Kings,,Tyreke Evans,left knee injury (DNP)
13809,2012-12-08,Knicks,,Carmelo Anthony,laceration on left middle finger (DNP)
13810,2012-12-08,Spurs,,DeJuan Blair,sprained left ankle (DNP)
13811,2012-12-08,Suns,,P.J. Tucker,sprained right knee (DTD)
13812,2012-12-08,Wizards,,Trevor Ariza,strained left calf (DNP)
13813,2012-12-09,Jazz,,Derrick Favors,plantar fasciitis in right foot (DNP)
13814,2012-12-09,Knicks,,Marcus Camby,sore left foot (DNP)
13815,2012-12-09,Knicks,,Rasheed Wallace,sore left foot (DNP)
13816,2012-12-09,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
13817,2012-12-09,Raptors,,Mickael Pietrus,left knee tendinitis (DNP)
13818,2012-12-09,Suns,,Goran Dragic,flu (DNP)
13819,2012-12-10,76ers,,Damien Wilkins,strained right calf (DNP)
13820,2012-12-10,76ers,,Royal Ivey,strained right groin (DNP)
13821,2012-12-10,Blazers,,Wesley Matthews,bruised left hip (DNP)
13822,2012-12-10,Kings,,Tyreke Evans,sore left knee (DNP)
13823,2012-12-10,Mavericks,,Dominique Jones,illness (DNP)
13824,2012-12-10,Raptors,,Linas Kleiza,right knee injury (DNP)
13825,2012-12-10,Rockets,,James Harden,sprained right ankle (DNP)
13826,2012-12-11,Knicks,,Marcus Camby,sore left foot (DNP)
13827,2012-12-11,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
13828,2012-12-11,Wizards,,A.J. Price,fractured right hand (DNP)
13829,2012-12-11,Wizards,,Trevor Ariza,strained left calf (DNP)
13830,2012-12-12,76ers,,Damien Wilkins,strained right calf (DNP)
13831,2012-12-12,76ers,,Royal Ivey,strep throat (DNP)
13832,2012-12-12,Bucks,,Larry Sanders,illness (DNP)
13833,2012-12-12,Bulls,,Kirk Hinrich,left knee injury (DTD)
13834,2012-12-12,Cavaliers,,Omri Casspi,gastroenteritis (DNP)
13835,2012-12-12,Mavericks,,Jae Crowder,illness (DNP)
13836,2012-12-12,Raptors,,Kyle Lowry,torn right triceps (DNP)
13837,2012-12-12,Raptors,,Linas Kleiza,sore right knee (DNP)
13838,2012-12-12,Suns,P.J. Tucker,,returned to lineup
13839,2012-12-12,Timberwolves,,Josh Howard,illness (DNP)
13840,2012-12-12,Wizards,,A.J. Price,fractured right hand (DNP)
13841,2012-12-12,Wizards,,Trevor Ariza,strained left calf (DNP)
13842,2012-12-13,Knicks,,Marcus Camby,sore left foot (DNP)
13843,2012-12-13,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
13844,2012-12-14,76ers,,Jrue Holiday,sprained left foot (DTD)
13845,2012-12-14,Bucks,,Mike Dunleavy Jr.,bruised left knee (DNP)
13846,2012-12-14,Hornets,,Jason Smith,sprained right shoulder (DNP)
13847,2012-12-14,Lakers,,Jordan Hill,back spasms (DNP)
13848,2012-12-14,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
13849,2012-12-14,Pacers,,Lance Stephenson,sprained right ankle (DNP)
13850,2012-12-14,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13851,2012-12-14,Wizards,,A.J. Price,fractured right hand (DNP)
13852,2012-12-14,Wizards,,Trevor Ariza,strained left calf (DNP)
13853,2012-12-15,Bulls,,Kirk Hinrich,bruised left knee (DNP)
13854,2012-12-15,Cavaliers,,Omri Casspi,gastroenteritis (DNP)
13855,2012-12-15,Grizzlies,,Darrell Arthur,concussion (DNP)
13856,2012-12-15,Knicks,,Carmelo Anthony,sprained left ankle (DNP)
13857,2012-12-15,Knicks,,Marcus Camby,sore left foot (DNP)
13858,2012-12-15,Knicks,,Rasheed Wallace,sore left foot (DNP)
